ID,Brand,Model,Type,Connectivity,Driver Type,Freq Low (Hz),Freq High (Hz),Impedance (Ω),Sensitivity (dB),THD (%),Cable Length (m),Weight (g),Microphone,Noise Cancellation,Foldable,Battery (hrs),BT Version,Codecs,Charging Port,Water Rating,Color,Price (USD),Release Year,Warranty (yrs),Avg Rating,Review Count,Primary Use,Form Factor,Open/Closed
2109,Shure,HD 600 Monitor,Wired,3.5mm,Dynamic,4,30000,100,100.1,0.0082,2.5,354,False,False,True,,,,,None,Dark Green,310,2023,2,4.3,1357,Studio/Pro,Over-Ear,Closed
2110,HIFIMAN,Air 2,Wireless,Bluetooth,Dynamic,18,22000,40,103.6,0.0092,,212,True,False,False,70.1,5.2,SBC,Lightning,IP57,Indigo,120,2018,1,3.7,4801,Music/Casual,On-Ear,Open
2111,Tribit,Pro 700,Wireless,Bluetooth,Balanced Armature,15,20000,22,110.7,0.0111,,5.9,True,True,True,37,5.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Silver,340,2022,1,4.6,3111,Bass/Casual,In-Ear,Closed
2112,Pioneer,Plus 1000,Wireless,Bluetooth,Balanced Armature,15,40000,32,100.4,0.0149,,10.5,True,True,True,40,5.2,"aptX,AAC,SBC",Micro-USB,IPX4,Matte Black,360,2020,1,4,400,Music/Casual,In-Ear,Closed
2113,HiFiMAN,SR 300 Monitor,Wired,3.5mm,Dynamic,8,22000,250,99.8,0.0038,1.5,256,False,False,False,,,,,None,Champagne,100,2023,1,4.4,898,Work/Office,Over-Ear,Closed
2114,iBasso,K 500 Limited,Wired,3.5mm,Electrostatic,8,50000,80,92.7,0.0043,3,224,False,False,False,,,,,None,Navy,750,2018,1,3.9,221,Sport/Fitness,Over-Ear,Closed
2115,Shokz,Mini 100,Wireless,Bluetooth,Dynamic,12,35000,32,104.6,0.0103,,285,True,True,False,55.8,5.2,"LDAC,aptX,AAC,SBC",USB-C,IPX7,Pearl White,320,2023,1,4.1,115,Work/Office,Over-Ear,Closed
2116,Panasonic,Vibe 100,Wireless,Bluetooth,Dynamic,10,22000,16,106.1,0.0114,,161,True,True,False,55.9,5.3,"LHDC,AAC,SBC",USB-C,IP57,Champagne,310,2020,2,4.4,1730,Work/Office,On-Ear,Open
2117,SteelSeries,Air 300,Wireless,Bluetooth,Planar,15,20000,16,108.2,0.0047,,4.3,True,False,True,18,4.2,"LDAC,AAC,SBC",USB-C,IP55,Sand,200,2024,1,4.9,3321,Studio/Pro,In-Ear,Closed
2118,Nothing,Ultra Pro,Wireless,Bluetooth,Dynamic,18,30000,47,99.2,0.0134,,335,True,False,False,28.5,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Cream,260,2019,1,4.3,1686,Budget/Everyday,Over-Ear,Open
2119,Beats,Veritas 2,Wireless,Bluetooth,Electrostatic,6,22000,24,101.6,0.0143,,264,True,False,True,32.3,5.3,"LDAC,aptX,AAC,SBC",USB-C,None,Champagne,250,2020,1,4.8,1735,Bass/Casual,Over-Ear,Closed
2120,Panasonic,Veritas Max,Wireless,Bluetooth,Dynamic,8,20000,24,103.5,0.0179,,227,True,True,True,68.8,5.2,SBC,USB-C,None,Forest Green,290,2020,2,4,3919,Budget/Everyday,Over-Ear,Closed
2121,Skullcandy,Rhythm X,Wireless,Bluetooth,Electrostatic,6,25000,32,106.6,0.0169,,254,True,True,False,38.6,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Indigo,440,2024,2,3.8,969,Music/Casual,Over-Ear,Open
2122,Skullcandy,ER699,Wired,3.5mm,Dynamic,10,30000,64,114.8,0.0061,1.2,27.2,True,False,False,,,,,None,Carbon,120,2024,2,3.9,1114,Bass/Casual,In-Ear,Closed
2123,Thieaudio,SE397,Wired,3.5mm,Balanced Armature,5,22000,100,107.7,0.0065,1.2,12,False,False,False,,,,,IPX4,Red,280,2017,1,4.2,10006,Studio/Pro,In-Ear,Closed
2124,Status Audio,Rhythm,Wireless,Bluetooth,Dynamic,5,35000,64,99.7,0.0137,,248,True,True,False,21.8,5.3,"aptX Adaptive,aptX HD,AAC,SBC",Lightning,IPX7,Black,210,2023,1,4.4,3702,Music/Audiophile,Over-Ear,Closed
2125,Thieaudio,E712,Wired,3.5mm,Dynamic,8,22000,16,117.7,0.0042,1,22.2,False,False,False,,,,,None,Cream,170,2016,3,4.3,71,Work/Office,In-Ear,Closed
2126,Baseus,Elite Pro,Wireless,Bluetooth,Dynamic,5,20000,47,96.7,0.0037,,271,True,False,True,59.4,5.0,"aptX,AAC,SBC",USB-C,IPX4,Matte Black,180,2020,1,4.3,3091,Music/Casual,Over-Ear,Open
2127,JBL,HD 400,Wired,3.5mm,Planar,15,30000,150,90.3,0.0127,1.5,244,False,False,False,,,,,None,Space Gray,820,2023,1,4.1,2810,Music/Casual,Over-Ear,Closed
2128,Vision Ears,SRH 400 Open,Wired,3.5mm,Dynamic,15,50000,100,97.4,0.0131,1.2,297,False,False,False,,,,,None,Carbon,80,2024,2,3.3,1639,Work/Office,Over-Ear,Open
2129,Cleer,Vibe 200,Wireless,Bluetooth,Dynamic,20,25000,16,97.7,0.0114,,197,True,False,True,55.8,5.0,"AAC,SBC",USB-C,IPX4,Indigo,130,2019,1,4,802,Gaming,On-Ear,Closed
2130,Tribit,Tune 2,Wireless,Bluetooth,Dynamic,20,20000,16,101.4,0.0107,,184,True,False,False,38.1,4.2,SBC,USB-C,None,Red,110,2020,2,4.1,12249,Work/Office,On-Ear,Closed
2131,Bang & Olufsen,Mini 5,Wireless,Bluetooth,Dynamic,20,20000,50,94.3,0.0112,,290,True,False,False,24.8,5.2,"aptX Adaptive,aptX HD,AAC,SBC",Micro-USB,IPX4,Indigo,130,2020,2,4.5,228,Studio/Pro,Over-Ear,Closed
2132,Audio-Technica,Plus 700,Wireless,Bluetooth,Hybrid,15,24000,22,110.2,0.0096,,6.5,True,True,False,24.1,5.0,"AAC,SBC",Micro-USB,IP57,Silver,260,2022,1,4.5,11488,Budget/Everyday,In-Ear,Closed
2133,CCA,IE244,Wired,3.5mm,Balanced Armature,5,40000,32,95.4,0.0014,1.2,23.2,False,False,False,,,,,None,Silver,290,2023,1,3.6,418,Budget/Everyday,In-Ear,Closed
2134,Koss,Flow 4,Wireless,Bluetooth,Planar,20,20000,22,104.6,0.0134,,4.8,True,False,True,36,5.1,SBC,Lightning,IP54,Gunmetal,90,2024,2,4.4,23082,Gaming,In-Ear,Closed
2135,EarFun,Active X,Wireless,Bluetooth,Planar,6,35000,50,102.3,0.0198,,217,True,True,True,30.7,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Forest Green,230,2023,2,4.2,1499,Work/Office,Over-Ear,Closed
2136,Fiio,SE186,Wired,3.5mm,Dynamic,10,50000,18,91.5,0.0028,1.2,17.3,False,False,False,,,,,None,Brown,120,2024,2,4.4,3871,Sport/Fitness,In-Ear,Closed
2137,Apple,Sparks 3,Wireless,Bluetooth,Hybrid,20,22000,32,110.1,0.0127,,7.5,True,False,True,31.1,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX7,Rose Gold,100,2024,1,4.4,13504,Bass/Casual,In-Ear,Closed
2138,Edifier,Drift 2,Wireless,Bluetooth,Dynamic,15,20000,32,110.5,0.0082,,8,True,False,False,34.9,5.0,SBC,USB-C,IPX4,White,150,2020,2,4.1,1572,Bass/Casual,In-Ear,Closed
2139,Bose,Core 100,Wireless,Bluetooth,Balanced Armature,10,24000,16,101,0.0117,,11.2,True,True,True,42.3,5.3,"LDAC,AAC,SBC",Micro-USB,None,Forest Green,190,2024,2,4.4,2463,Hi-Fi/Reference,In-Ear,Closed
2140,Baseus,Apex 1000,Wireless,Bluetooth,Electrostatic,5,25000,50,102.9,0.0157,,235,True,True,True,51.1,Multipoint 5.3,"LHDC,AAC,SBC",USB-C,IP57,Matte Black,350,2021,1,4.1,3467,Bass/Casual,Over-Ear,Closed
2141,Anker Soundcore,Flow 300,Wireless,Bluetooth,Planar,18,40000,16,106.8,0.0094,,10.4,True,False,False,44.1,5.0,"AAC,SBC",Lightning,None,Carbon,130,2022,2,3.8,1175,Music/Casual,In-Ear,Closed
2142,Empire Ears,SE756,Wired,3.5mm,Planar,5,50000,64,109.5,0.0044,1.2,26.2,False,False,False,,,,,IPX4,Indigo,320,2020,3,4.3,45,Budget/Everyday,In-Ear,Closed
2143,Bowers & Wilkins,Zen X,Wireless,Bluetooth,Dynamic,8,30000,24,105.7,0.0068,,243,True,True,True,39,4.2,"aptX HD,aptX,AAC,SBC",Lightning,None,Champagne,450,2021,1,4.5,1325,Gaming,Over-Ear,Open
2144,Denon,Active Max,Wireless,Bluetooth,Electrostatic,6,20000,24,97,0.0138,,293,True,True,True,51.7,5.2,"LDAC,AAC,SBC",USB-C,IP55,Champagne,400,2021,2,4.3,16530,Gaming,Over-Ear,Open
2145,Cleer,Pods 4,Wireless,Bluetooth,Balanced Armature,10,20000,32,101.5,0.0112,,9.2,True,True,False,30.4,5.2,"aptX,AAC,SBC",USB-C,IPX7,Matte Black,240,2020,1,4.1,133,Bass/Casual,In-Ear,Closed
2146,Sivga,LCD 80,Wired,3.5mm,Dynamic,12,40000,150,104.9,0.0069,2,271,False,False,False,,,,,None,Sand,370,2021,1,3.9,712,Music/Casual,Over-Ear,Closed
2147,Beyerdynamic,DCA 700 Studio,Wired,3.5mm,Planar,15,25000,60,105.2,0.0068,2.5,348,False,False,False,,,,,None,Silver,660,2016,1,4.3,388,Sport/Fitness,Over-Ear,Closed
2148,Sennheiser,LCD 990,Wired,3.5mm,Dynamic,4,25000,60,91.4,0.0034,3,404,False,False,False,,,,,None,Indigo,170,2022,1,3.8,541,Music/Audiophile,Over-Ear,Closed
2149,Monoprice,Apex 700,Wireless,Bluetooth,Dynamic,8,25000,32,102.2,0.0101,,378,True,True,False,34.8,5.1,"aptX,AAC,SBC",USB-C,None,Navy,170,2020,2,4.2,235,Studio/Pro,Over-Ear,Open
2150,1MORE,Prestige 1000,Wireless,Bluetooth,Electrostatic,4,20000,48,95.2,0.0092,,272,True,True,True,33.1,5.0,"aptX,AAC,SBC",USB-C,IPX4,Dark Green,280,2021,1,4.4,11980,Budget/Everyday,Over-Ear,Closed
2151,Logitech,Plus 200,Wireless,Bluetooth,Hybrid,10,24000,18,104.2,0.0033,,4.1,True,False,True,50.1,5.1,"LDAC,AAC,SBC",USB-C,IPX4,Matte Black,210,2020,1,3.8,1890,Studio/Pro,In-Ear,Closed
2152,DUNU,RHA382,Wired,3.5mm,Dynamic,14,20000,8,91,0.0066,1.5,7.4,False,False,False,,,,,None,Space Gray,200,2018,2,4.9,241,Commuting/Travel,In-Ear,Closed
2153,Empire Ears,SE672,Wired,3.5mm,Dynamic,8,22000,16,108.4,0.0084,1.2,7.9,False,False,False,,,,,None,Carbon,220,2019,1,4.2,799,Sport/Fitness,In-Ear,Closed
2154,Philips,Vibe 200,Wireless,Bluetooth,Planar,20,20000,48,97,0.0187,,318,True,True,False,53.4,4.2,SBC,USB-C,None,Navy,160,2019,1,4.3,388,Sport/Fitness,Over-Ear,Closed
2155,JBL,Elite 2,Wireless,Bluetooth,Planar,12,22000,16,96,0.0106,,155,True,False,False,27.8,5.0,"aptX,AAC,SBC",Lightning,None,Navy,130,2019,2,4.5,5502,Commuting/Travel,On-Ear,Open
2156,Baseus,Nano 2,Wireless,Bluetooth,Dynamic,6,25000,32,99.4,0.0057,,365,True,False,True,28.5,5.3,SBC,USB-C,None,Cream,130,2021,1,4.4,4998,Budget/Everyday,Over-Ear,Open
2157,Sensaphonics,ATH 150Pro,Wired,3.5mm,Planar,10,40000,80,97.1,0.0117,1.5,319,True,False,False,,,,,None,Champagne,230,2017,2,4.3,741,Budget/Everyday,Over-Ear,Closed
2158,Razer,Signature 700,Wireless,Bluetooth,Dynamic,10,40000,50,94.5,0.0148,,233,True,True,True,30.4,5.1,SBC,USB-C,IPX4,Pearl White,230,2020,1,4.4,98,Bass/Casual,Over-Ear,Closed
2159,Monolith,HD 700 Limited,Wired,3.5mm,Electrostatic,15,40000,300,98.7,0.014,2,373,False,False,False,,,,,None,Dark Green,720,2024,1,3.4,727,Commuting/Travel,Over-Ear,Open
2160,Plantronics,Air 100,Wireless,Bluetooth,Electrostatic,18,22000,32,101.3,0.0129,,223,True,True,False,38.3,5.0,"aptX,AAC,SBC",Lightning,IPX4,Cream,300,2018,1,4.7,5903,Gaming,Over-Ear,Closed
2161,AKG,T885,Wired,3.5mm,Dynamic,20,50000,8,106.6,0.0056,1,8.9,False,False,False,,,,,None,Graphite,220,2016,3,4.1,2985,Studio/Pro,In-Ear,Closed
2162,Letshuoer,N93,Wired,3.5mm,Balanced Armature,15,22000,8,94.7,0.0018,1,23.3,True,False,False,,,,,None,Graphite,360,2018,1,4.5,2047,Gaming,In-Ear,Closed
2163,UE,EW960,Wired,3.5mm,Balanced Armature,8,22000,25,91.4,0.001,1.5,15.8,True,False,False,,,,,None,Navy,380,2016,1,3.7,210,Bass/Casual,In-Ear,Closed
2164,Sony,Prestige 3,Wireless,Bluetooth,Dynamic,12,20000,64,96.6,0.014,,292,True,False,True,43.6,5.3,"aptX,AAC,SBC",Lightning,IPX4,Midnight Blue,90,2021,1,4.4,2883,Work/Office,Over-Ear,Closed
2165,Sennheiser,Core 2,Wireless,Bluetooth,Dynamic,20,22000,22,107.4,0.0126,,10.2,True,True,False,14,5.2,"LHDC,AAC,SBC",Lightning,IP55,Navy,160,2024,1,4.4,1856,Work/Office,In-Ear,Closed
2166,Empire Ears,RE563,Wired,3.5mm,Planar,10,30000,16,112.7,0.0076,1.5,20.9,False,False,False,,,,,IPX4,Silver,490,2021,3,4.7,1984,Budget/Everyday,In-Ear,Closed
2167,AKG,E488,Wired,3.5mm,Dynamic,20,20000,18,100.3,0.003,1,25.8,False,False,False,,,,,None,Dark Green,180,2018,1,4.2,313,Gaming,In-Ear,Closed
2168,Audio-Technica,Rush 1000,Wireless,Bluetooth,Dynamic,20,20000,32,101.3,0.0071,,5.2,True,True,False,54.4,5.3,"LHDC,AAC,SBC",Micro-USB,IPX2,Cream,280,2018,1,4.3,9156,Sport/Fitness,In-Ear,Closed
2169,Nothing,Drift 4,Wireless,Bluetooth,Hybrid,18,22000,16,102.6,0.0084,,6.1,True,True,True,26.2,5.2,"AAC,SBC",USB-C,IP57,Midnight Blue,180,2024,1,4.4,321,Hi-Fi/Reference,In-Ear,Closed
2170,Beats,Everest 900,Wireless,Bluetooth,Electrostatic,20,20000,50,102.1,0.0115,,320,True,False,False,51.2,5.0,"LDAC,AAC,SBC",Lightning,IPX8,Indigo,260,2024,1,4.4,151,Sport/Fitness,Over-Ear,Open
2171,Denon,Pro 700,Wireless,Bluetooth,Hybrid,10,20000,16,100.4,0.0031,,8.7,True,False,True,50.8,5.0,SBC,USB-C,IPX7,Forest Green,130,2021,2,4.4,3014,Music/Audiophile,In-Ear,Closed
2172,Grado,Sport 1000,Wireless,Bluetooth,Balanced Armature,18,20000,22,106.8,0.0099,,4.2,True,True,True,47.4,Multipoint 5.3,"LDAC,aptX,AAC,SBC",Micro-USB,None,Pearl White,150,2021,1,4.2,273,Sport/Fitness,In-Ear,Closed
2173,Nothing,Go 300,Wireless,Bluetooth,Dynamic,20,22000,48,96.6,0.0119,,356,True,False,True,50.7,5.1,"LDAC,AAC,SBC",USB-C,IPX4,Red,250,2023,2,4.2,709,Music/Audiophile,Over-Ear,Closed
2174,Tin HiFi,T571,Wired,3.5mm,Dynamic,20,50000,64,117.8,0.0073,1.5,10.5,False,False,False,,,,,None,Graphite,170,2016,1,3.5,1711,Music/Casual,In-Ear,Closed
2175,Plantronics,Sound 900,Wireless,Bluetooth,Dynamic,20,20000,22,110.2,0.0095,,7.6,True,False,True,37.9,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Pearl White,120,2022,1,4.2,1155,Commuting/Travel,In-Ear,Closed
2176,Skullcandy,Buds 4,Wireless,Bluetooth,Dynamic,18,40000,22,101.1,0.0077,,6,True,False,False,15.7,5.2,"LHDC,AAC,SBC",USB-C,IPX4,Cream,70,2024,2,4.6,373,Gaming,In-Ear,Closed
2177,1MORE,Freedom 1000,Wireless,Bluetooth,Balanced Armature,20,22000,16,105.5,0.0078,,9.9,True,False,False,18.2,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Cream,210,2021,1,4.4,5198,Commuting/Travel,In-Ear,Closed
2178,AKG,Air 200,Wireless,Bluetooth,Balanced Armature,18,20000,32,108.8,0.0036,,4.8,True,True,False,40.4,5.2,SBC,USB-C,IP54,Navy,160,2019,1,4.6,1450,Gaming,In-Ear,Closed
2179,JBL,Signature 5,Wireless,Bluetooth,Dynamic,8,25000,50,105.1,0.0189,,349,True,True,True,34.5,5.0,"AAC,SBC",USB-C,IP54,Midnight Blue,230,2024,1,4.9,4050,Hi-Fi/Reference,Over-Ear,Closed
2180,AKG,SE342,Wired,3.5mm,Balanced Armature,10,40000,100,110.6,0.0012,1.2,7.2,False,False,False,,,,,None,White,370,2021,1,4.1,330,Music/Casual,In-Ear,Closed
2181,Status Audio,Series Max,Wireless,Bluetooth,Dynamic,18,22000,16,104.1,0.0128,,11,True,True,False,39.5,5.1,"LDAC,AAC,SBC",USB-C,IPX2,Carbon,360,2022,2,4.3,419,Commuting/Travel,In-Ear,Closed
2182,Sennheiser,Veritas X,Wireless,Bluetooth,Dynamic,12,30000,32,107.6,0.017,,216,True,False,True,39.2,5.0,"LDAC,AAC,SBC",USB-C,None,Brown,130,2019,1,4.4,3252,Music/Audiophile,Over-Ear,Closed
2183,Etymotic,SRH 800 Limited,Wired,3.5mm,Dynamic,15,35000,60,96.2,0.0073,1.2,236,False,False,False,,,,,None,Matte Black,90,2017,1,4,1518,Gaming,Over-Ear,Open
2184,Panasonic,Aura 300,Wireless,Bluetooth,Balanced Armature,10,40000,32,103.7,0.0149,,9.3,True,False,True,17.6,5.1,"AAC,SBC",USB-C,IPX2,Pearl White,170,2019,1,4.6,2864,Music/Audiophile,In-Ear,Closed
2185,Panasonic,Air 2,Wireless,Bluetooth,Dynamic,18,30000,50,97.6,0.0038,,371,True,False,False,65.3,5.3,"LDAC,aptX,AAC,SBC",Micro-USB,None,Titanium,180,2023,1,4.5,2348,Work/Office,Over-Ear,Closed
2186,OnePlus,Air 5,Wireless,Bluetooth,Dynamic,4,22000,48,105.8,0.0091,,285,True,True,True,36.3,5.2,SBC,USB-C,IPX4,Silver,200,2023,1,4.5,2557,Sport/Fitness,Over-Ear,Closed
2187,Logitech,Air 700,Wireless,Bluetooth,Electrostatic,18,30000,64,99.6,0.0083,,303,True,False,True,65.1,5.2,"AAC,SBC",Lightning,IP54,Red,160,2022,1,3.9,933,Work/Office,Over-Ear,Closed
2188,Wyze,HD 4,Wireless,Bluetooth,Dynamic,18,35000,50,107.3,0.0125,,226,True,False,False,23.5,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP57,Forest Green,220,2019,1,4.6,208,Work/Office,Over-Ear,Closed
2189,Bowers & Wilkins,Everest X,Wireless,Bluetooth,Dynamic,10,25000,32,100.6,0.0143,,179,True,False,False,33.3,5.2,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX4,Rose Gold,180,2020,1,4.3,116,Work/Office,On-Ear,Closed
2190,Baseus,Everest X,Wireless,Bluetooth,Electrostatic,15,25000,40,106,0.0184,,192,True,False,True,53,5.0,"LDAC,AAC,SBC",USB-C,IPX4,Forest Green,130,2024,1,4.6,324,Budget/Everyday,On-Ear,Closed
2191,AKG,N995,Wired,3.5mm,Planar,15,50000,18,97.1,0.006,1,6.2,False,False,False,,,,,None,Navy,710,2023,2,4.3,2066,Bass/Casual,In-Ear,Closed
2192,Shure,N852,Wired,3.5mm,Dynamic,5,40000,18,107.4,0.0037,1.5,26.6,False,False,False,,,,,None,Brown,120,2021,1,4.1,164,Bass/Casual,In-Ear,Closed
2193,Pioneer,Dots 300,Wireless,Bluetooth,Dynamic,15,20000,22,103.2,0.0074,,10.9,True,True,False,38.4,5.0,"aptX HD,aptX,AAC,SBC",Micro-USB,None,Sand,350,2020,1,4.3,913,Studio/Pro,In-Ear,Closed
2194,Creative,Live X,Wireless,Bluetooth,Dynamic,20,20000,24,95.1,0.0195,,373,True,True,False,27.4,5.3,SBC,Micro-USB,IP57,Sand,210,2022,1,4.3,2121,Hi-Fi/Reference,Over-Ear,Closed
2195,Campfire Audio,HD 990 Monitor,Wired,3.5mm,Dynamic,4,50000,250,105.7,0.0046,3,256,False,False,False,,,,,None,Pearl White,290,2018,2,4.2,2425,Budget/Everyday,Over-Ear,Closed
2196,Creative,Sport 5,Wireless,Bluetooth,Dynamic,5,22000,32,98.7,0.0062,,221,True,True,False,44.6,5.3,"aptX,AAC,SBC",Micro-USB,None,Space Gray,260,2020,1,4,3908,Studio/Pro,Over-Ear,Closed
2197,Pioneer,Live Max,Wireless,Bluetooth,Dynamic,5,35000,50,97.6,0.0166,,371,True,True,True,46,5.1,"LDAC,AAC,SBC",USB-C,None,Midnight Blue,330,2024,2,4.2,1120,Music/Casual,Over-Ear,Closed
2198,Westone,T869,Wired,3.5mm,Hybrid,5,22000,64,113.1,0.0064,1.2,5.3,False,False,False,,,,,IPX2,Brown,200,2024,1,3.5,926,Sport/Fitness,In-Ear,Closed
2199,Audio-Technica,Rush 3,Wireless,Bluetooth,Planar,20,24000,18,106.4,0.0064,,6.5,True,False,False,26,5.3,SBC,USB-C,None,Black,100,2019,1,4.4,4376,Music/Audiophile,In-Ear,Closed
2200,HyperX,Rush 2,Wireless,Bluetooth,Dynamic,18,20000,18,107.8,0.0065,,10.3,True,True,True,47.1,Multipoint 5.3,"LDAC,AAC,SBC",USB-C,None,Indigo,330,2021,2,4.3,4861,Commuting/Travel,In-Ear,Closed
2201,64 Audio,ER970,Wired,3.5mm,Hybrid,10,22000,25,105.6,0.005,1.2,19.6,False,False,False,,,,,None,Red,200,2020,1,4.2,1013,Budget/Everyday,In-Ear,Closed
2202,Grado,HE724,Wired,3.5mm,Dynamic,15,20000,18,102.8,0.0079,1,19.5,False,False,False,,,,,None,Space Gray,150,2022,3,4.4,371,Studio/Pro,In-Ear,Closed
2203,Master & Dynamic,Freedom 700,Wireless,Bluetooth,Dynamic,20,40000,32,109.9,0.0085,,4.8,True,False,False,23.7,5.2,"LDAC,AAC,SBC",Lightning,IPX4,Space Gray,150,2020,1,4.2,3516,Budget/Everyday,In-Ear,Closed
2204,Tribit,Max 5,Wireless,Bluetooth,Dynamic,18,20000,47,101.3,0.0081,,299,True,True,False,55.3,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX4,Silver,270,2020,2,4.5,11816,Music/Audiophile,Over-Ear,Closed
2205,Grado,EW88,Wired,3.5mm,Dynamic,5,40000,25,103.1,0.0073,1,27.9,True,False,False,,,,,None,White,140,2023,3,4.9,3052,Studio/Pro,In-Ear,Closed
2206,Grado,ATH 250 Limited,Wired,3.5mm,Dynamic,15,22000,400,107.4,0.0117,1.2,405,False,False,True,,,,,None,Graphite,270,2023,3,4.1,451,Work/Office,Over-Ear,Closed
2207,Focal,Ultra 5,Wireless,Bluetooth,Dynamic,15,30000,48,102.8,0.0187,,200,True,True,True,45.8,5.0,"aptX,AAC,SBC",Micro-USB,IPX4,Carbon,270,2024,1,3.9,3581,Bass/Casual,Over-Ear,Closed
2208,Simgot,RHA974,Wired,3.5mm,Planar,10,22000,100,116.5,0.0089,1,17.6,True,False,False,,,,,IPX2,Forest Green,570,2016,1,4,2949,Hi-Fi/Reference,In-Ear,Closed
2209,Marshall,Signature 3,Wireless,Bluetooth,Planar,10,30000,48,94.8,0.0079,,259,True,True,True,36,Multipoint 5.3,"LHDC,AAC,SBC",Lightning,IPX4,Midnight Blue,300,2020,1,4,2722,Studio/Pro,Over-Ear,Closed
2210,Shure,DT 50Pro,Wired,3.5mm,Dynamic,10,50000,400,92.5,0.0055,2,421,False,False,True,,,,,None,Dark Green,260,2019,1,3.8,932,Commuting/Travel,Over-Ear,Closed
2211,Audio-Technica,Pro X,Wireless,Bluetooth,Balanced Armature,18,20000,32,110.2,0.0092,,8.4,True,False,True,19.1,5.0,"AAC,SBC",USB-C,IPX4,Space Gray,100,2023,1,4.4,2747,Hi-Fi/Reference,In-Ear,Closed
2212,Skullcandy,Sport 3,Wireless,Bluetooth,Planar,10,20000,16,109.2,0.0078,,5.2,True,True,False,54.9,5.0,"LDAC,AAC,SBC",Lightning,IPX7,Pearl White,290,2018,1,4.5,419,Work/Office,In-Ear,Closed
2213,Bose,Apex 100,Wireless,Bluetooth,Electrostatic,6,40000,32,102.6,0.0176,,236,True,False,False,64,5.3,"AAC,SBC",USB-C,IPX4,Rose Gold,120,2019,2,4.6,1347,Budget/Everyday,Over-Ear,Closed
2214,HiFiMAN,E779,Wired,3.5mm,Dynamic,15,22000,8,107.9,0.0051,1,27,False,False,False,,,,,None,Dark Green,200,2022,2,4.8,436,Music/Audiophile,In-Ear,Closed
2215,Meze,RE870,Wired,3.5mm,Balanced Armature,15,22000,100,111.4,0.0063,1,9.2,True,False,False,,,,,IPX2,Navy,310,2024,3,4.4,321,Budget/Everyday,In-Ear,Closed
2216,Panasonic,Air 2,Wireless,Bluetooth,Dynamic,6,25000,48,94.5,0.0128,,310,True,False,True,51.7,4.2,"aptX HD,aptX,AAC,SBC",Lightning,IPX8,Carbon,220,2019,1,4.5,1210,Studio/Pro,Over-Ear,Open
2217,AKG,HD 500,Wired,3.5mm,Dynamic,20,22000,64,101.3,0.0118,1.5,128,True,False,False,,,,,None,Brown,40,2021,1,4.2,43323,Sport/Fitness,On-Ear,Open
2218,Empire Ears,E814,Wired,3.5mm,Planar,14,40000,120,115.1,0.0076,1.5,6.2,False,False,False,,,,,None,Carbon,730,2016,1,4.3,60,Commuting/Travel,In-Ear,Closed
2219,Anker Soundcore,Active 2,Wireless,Bluetooth,Dynamic,4,22000,48,107.2,0.0189,,234,True,False,False,54.4,4.2,"AAC,SBC",Lightning,IPX8,Champagne,110,2020,1,4.6,256,Hi-Fi/Reference,Over-Ear,Closed
2220,Etymotic,E823,Wired,3.5mm,Balanced Armature,15,40000,32,105.8,0.0099,1.2,10.3,True,False,False,,,,,None,Gunmetal,370,2018,3,4.3,1263,Sport/Fitness,In-Ear,Closed
2221,Empire Ears,HD 800,Wired,3.5mm,Dynamic,10,40000,250,106.4,0.0138,1.5,390,True,False,True,,,,,None,Titanium,100,2022,3,4.3,343,Budget/Everyday,Over-Ear,Closed
2222,iBasso,RHA877,Wired,3.5mm,Balanced Armature,15,20000,12,105.3,0.0017,1,12.9,False,False,False,,,,,IPX2,Forest Green,230,2018,2,4,813,Bass/Casual,In-Ear,Closed
2223,Audeze,HE525,Wired,3.5mm,Hybrid,8,22000,100,116,0.0093,1,16.2,True,False,False,,,,,None,Black,70,2021,1,4.1,7480,Studio/Pro,In-Ear,Closed
2224,Turtle Beach,X 700,Wireless,Bluetooth,Dynamic,12,35000,47,95.8,0.0105,,220,True,False,True,59.4,5.3,"LDAC,AAC,SBC",USB-C,IP55,Pearl White,180,2022,2,4.2,3282,Gaming,Over-Ear,Open
2225,AKG,SR 400X,Wired,3.5mm,Electrostatic,18,22000,32,98.1,0.0094,1.5,159,False,False,False,,,,,None,Cream,170,2018,3,4.5,685,Sport/Fitness,On-Ear,Closed
2226,Audio-Technica,Air 200,Wireless,Bluetooth,Balanced Armature,15,40000,18,105.7,0.006,,8.7,True,True,True,43.1,5.2,SBC,USB-C,None,Cosmic Black,270,2021,1,4,275,Studio/Pro,In-Ear,Closed
2227,Thieaudio,K 800 Open,Wired,3.5mm,Electrostatic,8,35000,60,98,0.0139,3,493,True,False,False,,,,,None,Sand,860,2020,2,4.5,531,Work/Office,Over-Ear,Open
