brand,model,type,connectivity,driver_type,freq_low_hz,freq_high_hz,impedance_ohm,sensitivity_db,thd_percent,weight_g,microphone,noise_cancellation,foldable,battery_hrs,bt_version,codecs,charging_port,water_rating,color,price_usd,release_year,warranty_yrs,avg_rating,review_count,primary_use,form_factor,price_segment,rating_category,battery_category,warranty_category,product_name
Philips,TAT4556,Wireless,Bluetooth,Planar,20,40000,22,100.5,0.0051,9.1,True,False,False,17.3,5.3,"LDAC,AAC,SBC",USB-C,IP54,Silver,100,2019,2,4.7,703,Music/Casual,In-Ear,Mid-Range,Excellent,Low,Extended,Philips TAT4556
Realme,Buds Air 3,Wireless,Bluetooth,Planar,18,22000,18,102.4,0.0099,5.6,True,False,False,26.3,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP55,White,100,2023,2,4.4,1391,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Extended,Realme Buds Air 3
Xiaomi,Redmi Buds Essential,Wireless,Bluetooth,Balanced Armature,20,22000,16,109.0,0.0046,6.1,True,True,False,22.4,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Sand,410,2024,2,4.4,959,Budget/Everyday,In-Ear,Premium,Good,Medium,Extended,Xiaomi Redmi Buds Essential
Sony,WF-1000XM4,Wireless,Bluetooth,Dynamic,20,40000,32,104.6,0.011,4.4,True,False,False,44.9,5.0,SBC,USB-C,Not Rated,Pearl White,70,2019,1,4.7,3577,Studio/Pro,In-Ear,Budget,Excellent,High,Standard,Sony WF-1000XM4
Skullcandy,Dime,Wireless,Bluetooth,Dynamic,20,22000,32,104.4,0.0147,5.2,True,False,False,43.1,5.2,"aptX,AAC,SBC",Lightning,IPX8,Rose Gold,150,2023,1,3.9,27877,Music/Audiophile,In-Ear,Mid-Range,Average,High,Standard,Skullcandy Dime
Nothing,Ear 1,Wireless,Bluetooth,Dynamic,10,22000,18,109.5,0.0087,4.5,True,False,True,12.3,5.3,"aptX,AAC,SBC",USB-C,IPX7,Matte Black,80,2020,2,3.9,165,Music/Casual,In-Ear,Budget,Average,Low,Extended,Nothing Ear 1
boAt,Airdopes 170,Wireless,Bluetooth,Dynamic,20,40000,16,104.0,0.0145,8.3,True,True,False,48.3,5.0,"LDAC,AAC,SBC",USB-C,Not Rated,Dark Green,280,2021,1,4.4,152,Sport/Fitness,In-Ear,Premium,Good,High,Standard,boAt Airdopes 170
JBL,Tune Beam,Wireless,Bluetooth,Dynamic,18,22000,18,107.8,0.0138,9.5,True,False,False,20.4,5.3,"aptX,AAC,SBC",USB-C,IPX4,Silver,170,2023,2,4.4,1032,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Medium,Extended,JBL Tune Beam
Anker Soundcore,Liberty 4,Wireless,Bluetooth,Hybrid,15,20000,32,106.9,0.0048,11.8,True,True,False,14.5,5.0,SBC,USB-C,IPX4,Navy,170,2024,2,3.8,526,Commuting/Travel,In-Ear,Mid-Range,Average,Low,Extended,Anker Soundcore Liberty 4
boAt,Airdopes 141,Wireless,Bluetooth,Dynamic,20,40000,18,101.4,0.0138,4.3,True,True,True,27.5,5.3,"LDAC,AAC,SBC",Lightning,IPX4,Brown,220,2019,2,4.5,33690,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Extended,boAt Airdopes 141
OnePlus,Buds Z2,Wireless,Bluetooth,Dynamic,10,22000,16,109.5,0.009,8.0,True,False,False,23.8,5.2,"LDAC,AAC,SBC",USB-C,IPX7,Cosmic Black,250,2018,2,4.2,878,Budget/Everyday,In-Ear,Premium,Good,Medium,Extended,OnePlus Buds Z2
Nothing,Ear 2,Wireless,Bluetooth,Dynamic,10,24000,16,102.9,0.0051,9.4,True,False,False,40.0,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Rose Gold,140,2020,1,3.7,508,Music/Casual,In-Ear,Mid-Range,Average,High,Standard,Nothing Ear 2
Edifier,TWS1 Pro,Wireless,Bluetooth,Dynamic,20,40000,18,101.7,0.0125,11.5,True,True,False,26.4,5.0,SBC,USB-C,Not Rated,Cream,150,2022,1,4.2,493,Gaming,In-Ear,Mid-Range,Good,Medium,Standard,Edifier TWS1 Pro
Skullcandy,Dime 2,Wireless,Bluetooth,Balanced Armature,18,20000,16,103.3,0.0068,4.7,True,False,False,36.5,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX4,White,200,2024,1,4.5,458,Work/Office,In-Ear,Mid-Range,Excellent,Medium,Standard,Skullcandy Dime 2
Anker Soundcore,Liberty 4 NC,Wireless,Bluetooth,Hybrid,10,20000,32,106.5,0.0077,11.8,True,False,False,21.9,5.0,"aptX,AAC,SBC",USB-C,Not Rated,Rose Gold,90,2024,1,4.4,5705,Work/Office,In-Ear,Budget,Good,Medium,Standard,Anker Soundcore Liberty 4 NC
Oppo,Enco X2,Wireless,Bluetooth,Balanced Armature,10,40000,16,104.2,0.003,9.1,True,False,False,35.6,5.1,SBC,USB-C,IPX4,Carbon,110,2023,2,4.0,1172,Work/Office,In-Ear,Mid-Range,Good,Medium,Extended,Oppo Enco X2
OnePlus,Buds 3,Wireless,Bluetooth,Planar,20,20000,18,109.0,0.0097,6.8,True,True,True,13.4,5.3,"AAC,SBC",USB-C,IPX8,Forest Green,150,2020,2,4.0,1720,Commuting/Travel,In-Ear,Mid-Range,Good,Low,Extended,OnePlus Buds 3
Sennheiser,CX True Wireless,Wireless,Bluetooth,Hybrid,20,20000,16,108.7,0.0047,4.7,True,True,False,19.8,5.2,"LDAC,AAC,SBC",Lightning,Not Rated,Forest Green,250,2019,2,4.5,1386,Hi-Fi/Reference,In-Ear,Premium,Excellent,Low,Extended,Sennheiser CX True Wireless
Realme,Buds T100,Wireless,Bluetooth,Hybrid,10,40000,18,109.9,0.0071,8.0,True,False,True,24.7,5.3,"AAC,SBC",USB-C,IPX8,Carbon,110,2021,2,4.8,5854,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Extended,Realme Buds T100
JBL,Tune Beam,Wireless,Bluetooth,Dynamic,15,22000,16,104.6,0.0145,4.5,True,True,True,22.9,5.0,"LDAC,AAC,SBC",Micro-USB,IP54,Sand,190,2024,2,4.1,5989,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Medium,Extended,JBL Tune Beam
Apple,AirPods 4,Wireless,Bluetooth,Dynamic,10,20000,18,108.7,0.0063,4.8,True,True,False,26.4,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Navy,190,2023,2,4.4,613,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Extended,Apple AirPods 4
Boult,Curve Max,Wireless,Bluetooth,Balanced Armature,10,40000,18,106.9,0.0092,6.7,True,True,False,31.6,4.2,SBC,USB-C,IPX4,Black,220,2020,1,4.5,2498,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Standard,Boult Curve Max
Realme,Buds Air 3,Wireless,Bluetooth,Dynamic,15,40000,18,111.8,0.0117,4.1,True,False,True,34.5,5.3,"LHDC,AAC,SBC",USB-C,IPX7,Brown,150,2024,1,4.5,1241,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,Medium,Standard,Realme Buds Air 3
OnePlus,Nord Buds,Wireless,Bluetooth,Hybrid,15,40000,22,109.2,0.015,5.2,True,True,True,29.3,5.3,"LHDC,AAC,SBC",USB-C,Not Rated,Graphite,120,2023,2,4.5,79,Studio/Pro,In-Ear,Mid-Range,Excellent,Medium,Extended,OnePlus Nord Buds
pTron,Bassbuds Jade,Wireless,Bluetooth,Balanced Armature,10,40000,32,106.6,0.0042,10.5,True,True,True,35.5,5.1,"aptX,AAC,SBC",USB-C,Not Rated,Champagne,200,2024,1,4.0,1196,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Standard,pTron Bassbuds Jade
Anker Soundcore,Liberty 4 NC,Wireless,Bluetooth,Balanced Armature,18,20000,16,106.2,0.0117,8.1,True,True,False,40.2,5.0,"LDAC,AAC,SBC",Micro-USB,Not Rated,Brown,270,2024,1,4.0,4412,Sport/Fitness,In-Ear,Premium,Good,High,Standard,Anker Soundcore Liberty 4 NC
Shokz,OpenDots One,Wireless,Bluetooth,Dynamic,18,24000,18,105.3,0.005,10.9,True,False,False,37.7,5.2,"LDAC,AAC,SBC",Lightning,Not Rated,Space Gray,250,2023,2,4.0,3011,Commuting/Travel,In-Ear,Premium,Good,Medium,Extended,Shokz OpenDots One
Shokz,OpenDots One,Wireless,Bluetooth,Dynamic,15,24000,22,103.0,0.0035,11.6,True,False,False,12.3,5.0,"aptX,AAC,SBC",Micro-USB,Not Rated,Sand,90,2022,2,3.9,1022,Commuting/Travel,In-Ear,Budget,Average,Low,Extended,Shokz OpenDots One
Xiaomi,Buds 4 Pro,Wireless,Bluetooth,Planar,10,40000,16,105.2,0.0036,6.1,True,False,True,22.9,5.2,"LDAC,AAC,SBC",USB-C,IPX8,Champagne,160,2019,1,4.8,4485,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Standard,Xiaomi Buds 4 Pro
Xiaomi,Redmi Buds Essential,Wireless,Bluetooth,Dynamic,18,24000,16,111.3,0.0149,4.8,True,False,True,37.2,5.3,"LHDC,AAC,SBC",USB-C,Not Rated,White,110,2024,1,4.7,841,Sport/Fitness,In-Ear,Mid-Range,Excellent,Medium,Standard,Xiaomi Redmi Buds Essential
Xiaomi,Buds 4 Pro,Wireless,Bluetooth,Dynamic,15,40000,22,100.8,0.0083,4.9,True,True,True,20.4,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX2,Champagne,260,2018,1,4.4,1094,Bass/Casual,In-Ear,Premium,Good,Medium,Standard,Xiaomi Buds 4 Pro
Sony,LinkBuds,Wireless,Bluetooth,Balanced Armature,15,20000,16,105.8,0.0045,6.0,True,False,False,39.0,5.2,"aptX,AAC,SBC",USB-C,Not Rated,Graphite,100,2023,2,4.9,733,Studio/Pro,In-Ear,Mid-Range,Excellent,Medium,Extended,Sony LinkBuds
Beats,Studio Buds Plus,Wireless,Bluetooth,Dynamic,18,40000,16,101.4,0.004,4.7,True,False,False,26.2,5.0,"LDAC,AAC,SBC",Lightning,IP55,Brown,250,2019,1,4.5,5186,Hi-Fi/Reference,In-Ear,Premium,Excellent,Medium,Standard,Beats Studio Buds Plus
Samsung,Galaxy Buds Live,Wireless,Bluetooth,Balanced Armature,18,22000,18,107.1,0.0057,10.6,True,True,False,48.5,5.0,"aptX,AAC,SBC",USB-C,IP54,Cream,130,2024,2,4.5,4690,Studio/Pro,In-Ear,Mid-Range,Excellent,High,Extended,Samsung Galaxy Buds Live
OnePlus,Buds Pro,Wireless,Bluetooth,Hybrid,18,20000,16,107.5,0.01,4.9,True,True,False,29.9,5.0,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Matte Black,230,2023,1,4.3,29070,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Standard,OnePlus Buds Pro
Shokz,OpenFit Air,Wireless,Bluetooth,Balanced Armature,18,24000,18,111.4,0.0147,9.1,True,True,False,18.1,5.3,SBC,USB-C,IPX8,Indigo,180,2022,1,4.4,651,Music/Audiophile,In-Ear,Mid-Range,Good,Low,Standard,Shokz OpenFit Air
Sennheiser,Momentum True Wireless 3,Wireless,Bluetooth,Hybrid,18,20000,18,109.4,0.0086,6.4,True,False,False,23.8,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX2,Carbon,220,2018,1,4.5,2653,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Standard,Sennheiser Momentum True Wireless 3
Sennheiser,CX Plus,Wireless,Bluetooth,Dynamic,20,40000,18,103.0,0.0074,10.9,True,False,False,19.5,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Cosmic Black,200,2019,2,4.3,864,Music/Audiophile,In-Ear,Mid-Range,Good,Low,Extended,Sennheiser CX Plus
Apple,AirPods Pro 2,Wireless,Bluetooth,Balanced Armature,10,24000,32,107.6,0.0131,6.2,True,True,False,17.7,5.2,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Space Gray,210,2022,2,4.3,1430,Commuting/Travel,In-Ear,Mid-Range,Good,Low,Extended,Apple AirPods Pro 2
Sennheiser,Momentum True Wireless 4,Wireless,Bluetooth,Dynamic,20,24000,22,102.2,0.0091,9.1,True,True,False,46.8,4.2,"aptX,AAC,SBC",USB-C,Not Rated,Cream,160,2021,1,4.1,1522,Music/Audiophile,In-Ear,Mid-Range,Good,High,Standard,Sennheiser Momentum True Wireless 4
Apple,AirPods 4,Wireless,Bluetooth,Dynamic,10,20000,18,102.1,0.0118,4.2,True,True,False,36.9,4.2,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Red,380,2023,1,3.7,2542,Gaming,In-Ear,Premium,Average,Medium,Standard,Apple AirPods 4
Beats,Studio Buds,Wireless,Bluetooth,Balanced Armature,20,24000,22,105.5,0.013,6.1,True,True,False,34.2,5.3,"LHDC,AAC,SBC",Lightning,IPX2,Black,240,2022,1,4.1,1306,Work/Office,In-Ear,Mid-Range,Good,Medium,Standard,Beats Studio Buds
Beats,Fit Pro,Wireless,Bluetooth,Balanced Armature,10,40000,32,103.6,0.0124,6.5,True,True,False,15.5,5.2,"LDAC,AAC,SBC",Micro-USB,Not Rated,Black,160,2021,2,4.2,8916,Music/Audiophile,In-Ear,Mid-Range,Good,Low,Extended,Beats Fit Pro
Nothing,Ear (a),Wireless,Bluetooth,Dynamic,10,24000,22,110.7,0.0094,9.1,True,False,False,15.9,Multipoint 5.3,"aptX,AAC,SBC",USB-C,IP54,Indigo,180,2023,2,3.7,703,Budget/Everyday,In-Ear,Mid-Range,Average,Low,Extended,Nothing Ear (a)
OnePlus,Buds Z2,Wireless,Bluetooth,Balanced Armature,15,40000,18,111.4,0.0125,10.7,True,True,False,22.7,5.2,"AAC,SBC",USB-C,IP55,Black,150,2019,2,3.9,551,Hi-Fi/Reference,In-Ear,Mid-Range,Average,Medium,Extended,OnePlus Buds Z2
Sennheiser,Momentum True Wireless 4,Wireless,Bluetooth,Dynamic,10,22000,16,107.5,0.0036,11.0,True,True,False,29.3,Multipoint 5.3,SBC,USB-C,IP54,Matte Black,300,2022,1,4.1,10681,Commuting/Travel,In-Ear,Premium,Good,Medium,Standard,Sennheiser Momentum True Wireless 4
OnePlus,Buds Pro,Wireless,Bluetooth,Dynamic,18,22000,32,101.1,0.0045,7.4,True,True,False,42.8,5.0,SBC,USB-C,IP55,Silver,230,2018,2,4.6,16280,Commuting/Travel,In-Ear,Mid-Range,Excellent,High,Extended,OnePlus Buds Pro
Anker Soundcore,Life P3,Wireless,Bluetooth,Dynamic,20,20000,22,104.3,0.011,8.4,True,False,False,31.6,5.3,"AAC,SBC",USB-C,IPX2,Titanium,130,2022,2,4.7,432,Music/Audiophile,In-Ear,Mid-Range,Excellent,Medium,Extended,Anker Soundcore Life P3
Oppo,Enco X,Wireless,Bluetooth,Balanced Armature,10,22000,16,100.9,0.0111,9.6,True,True,True,20.0,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX4,Titanium,250,2021,1,4.5,3979,Hi-Fi/Reference,In-Ear,Premium,Excellent,Medium,Standard,Oppo Enco X
Philips,TAT1108,Wireless,Bluetooth,Balanced Armature,10,20000,22,101.8,0.0127,11.8,True,False,False,24.1,5.2,"LHDC,AAC,SBC",Micro-USB,IP57,Sand,130,2024,2,4.4,1922,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Extended,Philips TAT1108
CMF,Buds Pro,Wireless,Bluetooth,Planar,15,40000,16,110.4,0.0114,11.2,True,False,False,31.6,5.3,"LDAC,AAC,SBC",USB-C,IP57,Indigo,120,2022,2,4.6,1661,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Extended,CMF Buds Pro
Redmi,Buds 6 Play,Wireless,Bluetooth,Planar,15,20000,22,109.5,0.0048,11.7,True,True,True,9.7,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Black,230,2021,1,4.1,549,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Low,Standard,Redmi Buds 6 Play
Realme,Buds Air 5,Wireless,Bluetooth,Hybrid,18,24000,22,105.7,0.0052,4.2,True,True,False,37.7,5.3,"LHDC,AAC,SBC",Lightning,IP57,Black,140,2022,2,4.6,632,Work/Office,In-Ear,Mid-Range,Excellent,Medium,Extended,Realme Buds Air 5
Beats,Studio Buds Plus,Wireless,Bluetooth,Dynamic,18,20000,22,104.6,0.0051,5.5,True,True,False,19.4,5.0,SBC,USB-C,Not Rated,Silver,160,2020,2,4.0,7132,Commuting/Travel,In-Ear,Mid-Range,Good,Low,Extended,Beats Studio Buds Plus
Nothing,Ear (a),Wireless,Bluetooth,Dynamic,20,40000,16,106.9,0.0143,10.6,True,True,True,34.9,4.2,"aptX HD,aptX,AAC,SBC",Lightning,IP54,Cream,320,2023,1,4.2,1452,Bass/Casual,In-Ear,Premium,Good,Medium,Standard,Nothing Ear (a)
Edifier,TWS1 Pro,Wireless,Bluetooth,Balanced Armature,18,22000,16,107.1,0.0064,6.9,True,True,True,21.8,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX4,Sand,190,2022,1,4.6,2213,Work/Office,In-Ear,Mid-Range,Excellent,Medium,Standard,Edifier TWS1 Pro
Realme,Buds T100,Wireless,Bluetooth,Dynamic,18,22000,18,103.8,0.0132,4.3,True,True,False,25.5,5.0,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,White,230,2020,2,4.7,1004,Music/Audiophile,In-Ear,Mid-Range,Excellent,Medium,Extended,Realme Buds T100
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Dynamic,10,40000,16,106.1,0.0067,6.4,True,False,False,34.8,5.1,"LDAC,AAC,SBC",Micro-USB,IP57,Dark Green,100,2024,2,4.3,5950,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Extended,Huawei FreeBuds Pro 2
Nothing,Ear,Wireless,Bluetooth,Planar,20,22000,22,108.3,0.0101,4.7,True,False,False,41.4,5.1,"LDAC,AAC,SBC",Micro-USB,IPX4,Brown,230,2021,1,4.0,2411,Budget/Everyday,In-Ear,Mid-Range,Good,High,Standard,Nothing Ear
Beats,Fit Pro,Wireless,Bluetooth,Dynamic,10,40000,22,106.3,0.0056,9.5,True,False,False,26.8,5.3,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Champagne,100,2024,1,4.1,413,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Standard,Beats Fit Pro
Nothing,Ear 1,Wireless,Bluetooth,Dynamic,10,24000,18,107.6,0.0089,6.8,True,False,False,30.1,5.3,"LDAC,aptX,AAC,SBC",Lightning,Not Rated,Silver,230,2021,1,4.5,8930,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Standard,Nothing Ear 1
Skullcandy,Sesh Evo,Wireless,Bluetooth,Dynamic,10,22000,22,107.9,0.0138,8.3,True,True,False,39.3,Multipoint 5.3,"LHDC,AAC,SBC",USB-C,Not Rated,Titanium,230,2022,2,4.0,2487,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Skullcandy Sesh Evo
Sony,WF-C700N,Wireless,Bluetooth,Hybrid,20,40000,22,102.7,0.0092,7.3,True,False,False,19.6,5.2,"AAC,SBC",USB-C,IPX8,Brown,100,2022,1,4.2,6136,Work/Office,In-Ear,Mid-Range,Good,Low,Standard,Sony WF-C700N
OnePlus,Buds Pro,Wireless,Bluetooth,Hybrid,20,20000,18,100.2,0.0145,5.2,True,True,False,27.1,5.1,"aptX,AAC,SBC",Micro-USB,IP57,Rose Gold,100,2022,2,4.4,981,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Extended,OnePlus Buds Pro
Nothing,Ear,Wireless,Bluetooth,Dynamic,18,20000,22,106.6,0.0125,8.2,True,False,False,28.4,5.3,"aptX HD,aptX,AAC,SBC",Lightning,IP57,Graphite,180,2021,1,4.3,689,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Standard,Nothing Ear
Edifier,X5 Pro,Wireless,Bluetooth,Planar,18,24000,22,100.3,0.0141,9.5,True,False,False,23.7,5.0,"LDAC,AAC,SBC",USB-C,Not Rated,Red,130,2021,1,4.1,666,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Standard,Edifier X5 Pro
Anker Soundcore,Life P2,Wireless,Bluetooth,Dynamic,20,40000,32,109.0,0.0119,9.5,True,False,True,35.2,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Cream,220,2018,1,4.8,3796,Sport/Fitness,In-Ear,Mid-Range,Excellent,Medium,Standard,Anker Soundcore Life P2
Sony,WF-C700N,Wireless,Bluetooth,Dynamic,15,40000,32,111.6,0.0035,7.6,True,True,False,35.8,5.3,SBC,USB-C,IP57,Cream,260,2024,1,4.4,341,Gaming,In-Ear,Premium,Good,Medium,Standard,Sony WF-C700N
Huawei,FreeBuds 4i,Wireless,Bluetooth,Dynamic,10,24000,22,101.3,0.0045,7.1,True,False,True,32.7,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Silver,200,2022,2,4.2,1488,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Huawei FreeBuds 4i
Logitech,Zone True Wireless,Wireless,Bluetooth,Hybrid,20,20000,22,102.2,0.0058,5.5,True,False,True,18.8,5.2,"LDAC,aptX,AAC,SBC",USB-C,Not Rated,Sand,160,2023,1,4.6,6371,Budget/Everyday,In-Ear,Mid-Range,Excellent,Low,Standard,Logitech Zone True Wireless
Huawei,FreeBuds 4i,Wireless,Bluetooth,Balanced Armature,18,40000,16,103.1,0.0075,10.2,True,True,True,35.2,5.0,"aptX,AAC,SBC",USB-C,IP57,Titanium,120,2018,1,4.6,9218,Music/Audiophile,In-Ear,Mid-Range,Excellent,Medium,Standard,Huawei FreeBuds 4i
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Planar,10,20000,16,110.5,0.015,8.5,True,False,False,18.3,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX8,Red,140,2024,2,4.9,947,Sport/Fitness,In-Ear,Mid-Range,Excellent,Low,Extended,Huawei FreeBuds Pro 2
boAt,Airdopes Flex,Wireless,Bluetooth,Dynamic,18,40000,16,110.1,0.0129,8.1,True,True,False,16.5,5.2,"AAC,SBC",USB-C,IPX8,Navy,180,2022,2,3.8,1412,Gaming,In-Ear,Mid-Range,Average,Low,Extended,boAt Airdopes Flex
pTron,Bassbuds Tango,Wireless,Bluetooth,Hybrid,20,24000,18,102.2,0.0085,9.5,True,True,True,17.2,5.2,"AAC,SBC",USB-C,IP57,Space Gray,190,2021,2,4.6,6193,Gaming,In-Ear,Mid-Range,Excellent,Low,Extended,pTron Bassbuds Tango
Philips,TAT4556,Wireless,Bluetooth,Dynamic,15,20000,18,109.4,0.009,8.6,True,False,False,53.3,Multipoint 5.3,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Carbon,120,2021,2,3.6,3628,Studio/Pro,In-Ear,Mid-Range,Average,High,Extended,Philips TAT4556
Jabra,Elite 7 Pro,Wireless,Bluetooth,Hybrid,15,40000,32,100.3,0.0131,9.9,True,True,False,21.6,5.2,SBC,USB-C,IPX4,Silver,240,2019,1,4.7,2801,Sport/Fitness,In-Ear,Mid-Range,Excellent,Medium,Standard,Jabra Elite 7 Pro
CMF,Buds Pro,Wireless,Bluetooth,Balanced Armature,15,20000,18,107.1,0.0122,8.9,True,True,False,25.5,5.0,"LDAC,AAC,SBC",Micro-USB,IP57,Navy,330,2018,1,4.2,1481,Work/Office,In-Ear,Premium,Good,Medium,Standard,CMF Buds Pro
Noise,Air Buds Pro,Wireless,Bluetooth,Dynamic,10,20000,32,104.6,0.0136,10.1,True,False,False,39.6,5.0,"AAC,SBC",USB-C,IPX7,Carbon,80,2018,1,4.5,434,Music/Casual,In-Ear,Budget,Excellent,Medium,Standard,Noise Air Buds Pro
Xiaomi,Buds 5 Pro,Wireless,Bluetooth,Balanced Armature,15,20000,18,107.5,0.0031,11.0,True,True,False,10.7,5.2,"LDAC,aptX,AAC,SBC",Lightning,IP57,Cosmic Black,340,2023,1,4.6,712,Commuting/Travel,In-Ear,Premium,Excellent,Low,Standard,Xiaomi Buds 5 Pro
OnePlus,Nord Buds,Wireless,Bluetooth,Dynamic,20,40000,18,108.8,0.0141,5.6,True,False,True,26.8,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Cosmic Black,170,2019,1,4.4,2009,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Standard,OnePlus Nord Buds
Philips,TAT4556,Wireless,Bluetooth,Dynamic,18,40000,32,111.4,0.0031,11.6,True,False,False,31.4,5.0,SBC,USB-C,IPX7,Titanium,140,2024,2,4.5,1485,Music/Audiophile,In-Ear,Mid-Range,Excellent,Medium,Extended,Philips TAT4556
Anker Soundcore,Liberty 4 NC,Wireless,Bluetooth,Balanced Armature,18,22000,16,100.0,0.0065,11.2,True,False,False,42.3,5.3,"LDAC,aptX,AAC,SBC",Lightning,IP55,Cosmic Black,170,2020,2,4.1,1603,Sport/Fitness,In-Ear,Mid-Range,Good,High,Extended,Anker Soundcore Liberty 4 NC
Sony,LinkBuds,Wireless,Bluetooth,Dynamic,15,24000,16,101.0,0.0075,10.7,True,True,False,33.8,5.3,SBC,USB-C,Not Rated,Matte Black,240,2018,1,3.7,5094,Bass/Casual,In-Ear,Mid-Range,Average,Medium,Standard,Sony LinkBuds
Oppo,Enco Air 2,Wireless,Bluetooth,Planar,20,24000,16,108.0,0.0081,11.1,True,False,False,18.4,5.3,SBC,Lightning,Not Rated,Titanium,180,2019,1,4.7,3797,Music/Audiophile,In-Ear,Mid-Range,Excellent,Low,Standard,Oppo Enco Air 2
CMF,Buds Pro,Wireless,Bluetooth,Planar,20,20000,16,106.5,0.0101,4.9,True,False,False,24.4,5.0,SBC,Micro-USB,IPX8,Dark Green,140,2020,1,3.9,1304,Commuting/Travel,In-Ear,Mid-Range,Average,Medium,Standard,CMF Buds Pro
Edifier,NeoBuds Pro,Wireless,Bluetooth,Hybrid,15,40000,22,100.9,0.0076,8.0,True,False,False,19.0,4.2,"AAC,SBC",USB-C,Not Rated,Dark Green,140,2023,1,3.9,1725,Music/Casual,In-Ear,Mid-Range,Average,Low,Standard,Edifier NeoBuds Pro
Sony,LinkBuds,Wireless,Bluetooth,Dynamic,20,24000,22,105.4,0.0031,9.3,True,True,False,17.6,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Gunmetal,390,2023,1,4.3,5107,Budget/Everyday,In-Ear,Premium,Good,Low,Standard,Sony LinkBuds
Oppo,Enco Buds2,Wireless,Bluetooth,Hybrid,10,20000,32,109.9,0.0129,6.1,True,True,False,35.1,5.3,"aptX,AAC,SBC",USB-C,IPX7,Sand,180,2023,1,4.3,328,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Standard,Oppo Enco Buds2
Nothing,Ear,Wireless,Bluetooth,Dynamic,15,24000,32,107.7,0.0122,7.7,True,False,True,23.4,5.0,SBC,USB-C,IPX7,Gunmetal,180,2019,2,4.1,8335,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Extended,Nothing Ear
Jabra,Elite 3,Wireless,Bluetooth,Dynamic,15,40000,22,107.0,0.0035,7.6,True,True,True,25.8,5.0,"aptX,AAC,SBC",USB-C,IP54,Cream,180,2019,1,4.5,482,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Standard,Jabra Elite 3
Shokz,OpenFit Air,Wireless,Bluetooth,Dynamic,15,20000,22,100.8,0.0139,5.1,True,False,False,34.9,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IP54,Forest Green,220,2024,2,4.4,4176,Music/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Shokz OpenFit Air
